TRI. STA.,,CUT,AGDANGAN,QUEZON,REGION IV-A,13-52-46.100,121-52-54.860,,,,,,,"TO STATIONS = ANT, HILL"
P,250,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-04-18.958,121-38-09.396,24924.22,24949.07,1556223.127,568680.789,,,
P,251,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-04-17.036,121-38-12.847,24865.17,25052.6,1556164.34,568784.481,,,
P,252,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-04-15.242,121-38-15.246,24810.06,25124.58,1556109.402,568856.602,,,
P,253,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-04-15.678,121-38-19.236,24823.47,25244.29,1556123.126,568976.268,,,
P,254,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-04-13.206,121-38-23.562,24747.55,25374.08,1556047.508,569106.258,,,
P,255,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-04-10.305,121-38-28.469,24658.41,25521.33,1555958.756,569253.714,,,
P,256,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-04-07.431,121-38-26.986,24570.1,25476.84,1555870.312,569209.463,,,
P,257,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-04-03.425,121-38-37.465,24447.05,25791.25,1555748.057,569524.181,,,
P,258,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-56.270,121-38-38.004,24227.16,25807.48,1555528.215,569540.952,,,
P,259,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-56.251,121-38-42.462,24226.6,25941.23,1555527.998,569674.7,,,
P,260,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-52.874,121-38-44.903,24122.85,26014.46,1555424.417,569748.218,,,
P,261,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-54.937,121-38-51.566,24186.28,26214.37,1555488.365,569947.945,,,
P,262,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-55.505,121-38-59.384,24203.81,26448.92,1555506.466,570182.449,,,
P,263,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-04-00.738,121-39-04.663,24364.67,26607.24,1555667.722,570340.383,,,
P,264,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-04-06.063,121-39-06.095,24528.34,26650.16,1555831.487,570382.892,,,
P,265,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-04-06.829,121-39-12.077,24551.92,26829.61,1555855.526,570562.294,,,
P,266,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-04-01.616,121-39-15.940,24391.73,26945.56,1555695.642,570678.633,,,
P,267,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-58.143,121-39-19.382,24285.05,27048.84,1555589.198,570782.194,,,
P,268,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-57.097,121-39-21.912,24252.92,27124.75,1555557.263,570858.188,,,
P,269,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-55.749,121-39-23.625,24211.5,27176.18,1555515.98,570909.696,,,
P,270,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-56.485,121-39-26.821,24234.15,27272.03,1555538.865,571005.518,,,
P,271,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-53.337,121-39-29.861,24137.43,27363.28,1555442.376,571096.992,,,
P,272,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-53.984,121-39-31.272,24157.33,27405.61,1555462.378,571139.269,,,
P,273,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-52.644,121-39-37.362,24116.19,27588.32,1555421.708,571322.095,,,
P,274,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-51.287,121-39-39.220,24074.5,27644.09,1555380.162,571377.955,,,
P,275,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-48.928,121-39-43.048,24002.06,27758.93,1555307.988,571493.005,,,
P,276,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-44.655,121-39-47.001,23870.76,27877.58,1555177.004,571611.971,,,
P,277,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-42.853,121-39-47.648,23815.4,27897.02,1555121.679,571631.539,,,
P,278,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-41.415,121-39-45.599,23771.19,27835.54,1555077.314,571570.188,,,
P,279,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-36.385,121-39-49.506,23616.65,27952.81,1554923.062,571687.842,,,
P,280,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-34.459,121-39-50.892,23557.46,27994.43,1554863.991,571729.592,,,
P,281,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-32.047,121-39-51.947,23483.36,28026.08,1554789.955,571761.453,,,
P,282,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-30.918,121-39-52.897,23448.67,28054.6,1554755.339,571790.053,,,
P,283,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-26.666,121-39-54.419,23318.02,28100.3,1554624.769,571836.085,,,
P,284,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-23.024,121-39-54.130,23206.08,28091.67,1554512.846,571827.73,,,
P,285,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-19.296,121-39-56.890,23091.53,28174.52,1554398.511,571910.861,,,
P,286,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-16.659,121-39-57.396,23010.5,28189.72,1554317.514,571926.272,,,
P,287,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-13.369,121-40-01.718,22909.44,28319.43,1554216.773,572056.231,,,
P,288,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-12.690,121-40-04.304,22888.6,28397.02,1554196.126,572133.878,,,
P,289,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-16.104,121-40-09.367,22993.57,28548.9,1554301.475,572285.486,,,
P,290,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-0316.392,121-40-10.672,23002.42,28588.05,1554310.436,572324.615,,,
P,291,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-13.721,121-40-12.369,22920.37,28638.99,1554228.496,572675.764,,,
P,292,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-09.554,121-40-13.305,22792.32,28667.12,1554100.516,572404.21,,,
P,293,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-05.034,121-40-13.202,22653.4,28664.08,1553964.6,572401.515,,,
P,294,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-59.756,121-40-11.869,22491.19,28624.13,1553799.283,572361.981,,,
P,295,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-55.782,121-40-12.382,22369.09,28639.56,1553677.199,572377.719,,,
P,296,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-52.667,121-40-11.625,22273.35,28616.89,1553581.404,572355.278,,,
P,297,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-03-48.975,121-40-07.769,22159.85,28501.23,1553467.614,572239.904,,,
P,298,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-02-46.823,121-40-04.094,22093.68,28390.99,1553401.168,572129.827,,,
P,299,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-02-45.470,121-39-57.779,22052.02,28201.52,1553359.052,571940.468,,,
P,300,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-02-43.793,121-39-52.480,22000.43,28042.54,1553307.067,571781.621,,,
P,301,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-02-41-442,121-39-47.523,21928.15,27893.84,1553234.399,571633.093,,,
P,302,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-02-39.213,121-39-39.832,21859.59,27663.11,1553165.25,571402.522,,,
P,303,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-02-35.703,121-39-26.881,21751.6,27274.55,1553056.296,571014.236,,,
P,304,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-02-33.349,121-39-22.337,21679.22,27138.22,1552983.574,570878.097,,,
P,305,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-02-29.831,121-39-17.186,21571.06,26983.72,1552875.031,570723.843,,,
P,306,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-02-22.669,121-39-10.940,21350.91,26796.36,1552654.411,570537.043,,,
P,307,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-02-20.560,121-39-09.477,21286.09,26752.47,1552589.477,570493.325,,,
P,308,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-02-18.160,121-39-07.843,21212.3,26703.48,1552515.586,570444.5,,,
P,575,CAD 140,TAYABAS,QUEZON,REGION IV-A,14-00-44.976,121-31-11.420,18348.89,12407.62,1549616.479,556155.845,,,
P,575,CAD 140,TAYABAS,QUEZON,REGION IV-A,,,18348.89,12407.62,,,,,
TRI. STA.,,,TAYABAS,QUEZON,REGION IV-A,,,19996,19949.2,,,,,TAYABAS CROSS BELFRY
,,+ B. 33,TAYABAS,QUEZON,REGION IV-A,,,12871.77,17285.18,,,,,
,,B.L. + A-ALSAM,TAYABAS,QUEZON,REGION IV-A,,,19595.49,25161.32,,,,,
,,B.L. + A-MATIONA,TAYABAS,QUEZON,REGION IV-A,,,20087.58,21640.96,,,,,
,,B.L. + B-AYAS,TAYABAS,QUEZON,REGION IV-A,,,20577.05,22554.87,,,,,
,,B.L. + C-CANLURAN ALSAM,TAYABAS,QUEZON,REGION IV-A,,,20711.75,22995.13,,,,,
,,B.L. + D-CANLURAN PALALE,TAYABAS,QUEZON,REGION IV-A,,,22085.26,25458.21,,,,,
,,TAYABAS BELFRY CROSS,TAYABAS,QUEZON,REGION IV-A,,,19996,19949.2,,,,,
,,#NAME?,TAYABAS,QUEZON,REGION IV-A,,,13340.63,17029.67,,,,,
BBM,1,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-52-04.005,121-22-52.068,,,1533578.35,541197.18,,,
BBM,2,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-52-00.684,121-23-42.902,,,1533478.77,542723.71,,,
BBM,3,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-53-20.941,121-21-39.736,,,1535939.43,539021.79,,,
BBM,4,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-53-27.852,121-21-55.339,,,1536152.33,539489.91,,,
BBM,5,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-53-35.172,121-22-20.420,,,1536378.43,540242.55,,,
BBM,6,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-53-20.849,121-22-53.822,,,1535939.85,541246.01,,,
BBM,7,CAD 432-D,TIAONG,QUEZON,REGION IV-A,,,,,,,,,NO DATA
BBM,8,CAD 432-D,TIAONG,QUEZON,REGION IV-A,,,,,,,,,NO DATA
BBM,9,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-4.793,121-19-13.133,,,1540968.13,534613.53,,,
BBM,10,CAD 432-D,TIAONG,QUEZON,REGION IV-A,,,,,,,,,NO DATA
BBM,11,CAD 432-D,TIAONG,QUEZON,REGION IV-A,,,,,,,,,NO DATA
BBM,12,CAD 432-D,TIAONG,QUEZON,REGION IV-A,,,,,,,,,NO DATA
BBM,13,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-58-55.086,121-19-42.998,,,1546202.49,535502.76,,,
BBM,14,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-58-00.964,121-19-26.024,,,1544538.6,534995.62,,,
BBM,15,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-48.206,121-18-59.312,,,1544145.46,534194.42,,,
BBM,16,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-34.981,121-19-10.279,,,1543739.51,534524.13,,,
BBM,17,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-37.107,121-19-23.668,,,1543805.38,534925.91,,,
BBM,18,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-31.359,121-19-21.022,,,1543628.64,534846.71,,,
BBM,19,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-58-01.102,121-19-13.858,,,1544542.34,534630.48,,,
BBM,20,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-20.268,121-20-13.154,,,1543289.99,536411.9,,,
BBM,21,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-05.495,121-20-57.107,,,1542837.9,537731.8,,,
BBM,22,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-56.660,121-20-16.518,,,1544408.45,536511.29,,,
BBM,23,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-40.941,121-21-25.078,,,1543928.4,538569.71,,,
BBM,24,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-43.492,121-21-59.188,,,1542164.56,539596.21,,,
BBM,25,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-57.209,121-20-55.237,,,1542583.2,537676.04,,,
BBM,26,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-43.923,121-20-57.527,,,1544018.82,537742.66,,,
BBM,27,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-54-15.313,121-21-14.140,,,1537608.93,538250.83,,,
BBM,28,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-54-06.623,121-21-46.241,,,1537343.33,539214.95,,,
BBM,29,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-37.017,121-21-01.558,,,1543806.78,537863.96,,,
BBM,30,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-04.021,121-19-49.007,,,1540945.89,535690.39,,,
BBM,31,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-45.476,121-20-22.014,,,1542221.19,536679.36,,,
BBM,32,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-54-13.814,121-21-20.146,,,1537563.15,538431.2,,,
BBM,33,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-10.766,121-19-40.608,,,1541152.81,535438,,,
BBM,34,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-55-43.673,121-19-35.653,,,1540320.04,535290.39,,,
BBM,35,CAD 432-D,TIAONG,QUEZON,REGION IV-A,,,,,,,,,NO DATA
BBM,36,CAD 432-D,TIAONG,QUEZON,REGION IV-A,,,,,,,,,NO DATA
BBM,37,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-23.788,121-21-35.638,,,1541557.96,538890.26,,,
BBM,38,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-21.499,121-21-32.125,,,151487.45,538784.91,,,
BBM,39,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-26.153,121-22-39.932,,,1543477.45,540817.1,,,
BBM,40,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-14.714,121-18-30.894,,,1541271.31,533345.22,,,
BBM,41,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-55.279,121-18-00.425,,,1544360.54,532426.76,,,
BBM,42,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-13.917,121-18-45.903,,,1541247.42,533795.79,,,
BBM,43,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-36.784,121-17-36.911,,,1541947.47,531723.99,,,
BBM,44,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-08.800,121-17-29.553,,,1541087.26,531504.18,,,
BBM,45,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-55-36.543,121-17-32.369,,,1540096.12,531589.94,,,
BBM,46,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-09.854,121-21-47.327,,,1541130.29,539241.76,,,
BBM,47,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-53.631,121-19-05.806,,,1544312.45,534389.1,,,
BBM,48,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-29.771,121-18-48.166,,,1543578.52,533860.65,,,
BBM,49,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-54.277,121-21-18.047,,,1542494.11,538360.84,,,
BLBM,1,AYUSAN,TIAONG,QUEZON,REGION IV-A,,,22743.77,29669.72,,,,,
BLBM,1,BANA,TIAONG,QUEZON,REGION IV-A,,,17128.19,21169.62,,,,,
BLBM,1,BULAQUIN,TIAONG,QUEZON,REGION IV-A,,,22983.11,23292.1,,,,,
BLBM,1,CABATANG,TIAONG,QUEZON,REGION IV-A,,,21045.16,25815.92,,,,,
BLBM,1,LALIG,TIAONG,QUEZON,REGION IV-A,,,21114.27,20261.61,,,,,
BLBM,1,SAN ISIDRO,TIAONG,QUEZON,REGION IV-A,,,18715.29,22908.41,,,,,
BLBM,2,AYUSAN,TIAONG,QUEZON,REGION IV-A,,,22685.48,29659.95,,,,,
BLBM,2,BANA,TIAONG,QUEZON,REGION IV-A,,,17177.45,21235.86,,,,,
BLBM,2,BULAQUIN,TIAONG,QUEZON,REGION IV-A,,,23081.17,23398,,,,,
BLBM,2,CABATANG,TIAONG,QUEZON,REGION IV-A,,,21188.02,25970.46,,,,,
BLBM,2,LAGALAG,TIAONG,QUEZON,REGION IV-A,,,18198.8,24966.74,,,,,
BLBM,2,LALIG,TIAONG,QUEZON,REGION IV-A,,,21419.79,20315.3,,,,,
BLBM,2,SAN ISIDRO,TIAONG,QUEZON,REGION IV-A,,,18603.14,22897.78,,,,,
BLBM,7,TIAONG,TIAONG,QUEZON,REGION IV-A,,,19983.79,19993.72,,,,,
BLBM,8,TIAONG,TIAONG,QUEZON,REGION IV-A,,,20358.48,20138.92,,,,,
BLBM,31,LAGALAG,TIAONG,QUEZON,REGION IV-A,,,18151.8,25091.13,,,,,
BLBM,32,BULOC,TIAONG,QUEZON,REGION IV-A,,,11584.99,14855.74,,,,,
BLBM,33,BULOC,TIAONG,QUEZON,REGION IV-A,,,11569.85,14739.22,,,,,
BLBM,83,LUSACAN,TIAONG,QUEZON,REGION IV-A,,,18832.02,23170.35,,,,,
BLBM,84,LUSACAN,TIAONG,QUEZON,REGION IV-A,,,18821.02,23210.27,,,,,
BLLM,1,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-37.959,121-19-19.229,,,1543831.38,534792.63,,,
BLLM,2,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-39.166,121-19-14.520,,,1543868.269,534651.242,,,
BLLM,3,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-59-12.601,121-20-50.383,,,1546743.626,537524.263,,,
BLLM,4,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-59-09.934,121-20-53.227,,,1546661.766,537609.739,,,
BLLM,5,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-34.105,121-22-46.814,,,1541878.319,541026.215,,,
BLLM,6,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-30.149,121-22-45.377,,,1541756.696,540983.275,,,
BLLM,7,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-53-30.360,121-21-54.051,,,1536229.33,539451.11,,,
BLLM,7,,TIAONG,QUEZON,REGION IV-A,13-57-42.79,121-19-11.40,20000,20000,,,,,"NOTE: BLLM 1 IS BLLM 7, BLLM 2 IS BLLM 8"
BLLM,8,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-53-35.518,121-21-48.459,,,1536387.59,539282.984,,,
BLLM,8,,TIAONG,QUEZON,REGION IV-A,,,20358.48,20138.92,,,,,BLBM 1 LUSACAN IS STA. # 83
BLLM,9,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-55-53.521,121-22-47.461,,,1540198.368,535418.03,,,
BLLM,10,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-02.810,121-22-50.287,,,1540278.583,535390.71,,,
BLLM,11,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-56-59.018,121-17-19.597,,,1542630.112,531203.456,,,
BLLM,12,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-57-02.743,121-17-22.935,,,1542744.703,531303.519,,,
MBM,1,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-51-51.889,121-22-27.736,,,1533204.88,540467.17,,,
MBM,2,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-55-51.647,121-19-16.967,,,1540564.29,534729.16,,,
MBM,3,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-55-46.104,121-18-48.086,,,1540392.82,533862.43,,,
MBM,4,CAD 432-D,TIAONG,QUEZON,REGION IV-A,13-55-17.600,121-17-36.082,,,1539214.14,531702.12,,,
PBM,14,CAD 453-D,TIAONG,QUEZON,REGION IV-A,13-50-47.436,121-23-49.596,,,1531228.19,542928.42,,,
,,#NAME?,TIAONG,QUEZON,REGION IV-A,,,19647.05,20914.24,,,,,
,,#NAME?,TIAONG,QUEZON,REGION IV-A,,,18564.35,23895.74,,,,,
,,#NAME?,TIAONG,QUEZON,REGION IV-A,,,17859,25977.01,,,,,
TRI. STA.,,LUCASAN HILL (S. OF TIAONG),TIAONG (LUZON DATUM),QUEZON,REGION IV-A,13-57-17.570,121-19-51.040,,,,,,,"TO STATIONS = IMUC, MASALACAT"
TRI. STA.,,SIGNAL FLAG ( ON TIAONG CH.),TIAONG (LUZON DATUM),QUEZON,REGION IV-A,13-57-48.920,121-19-18.210,,,,,,,"TO STATIONS = IMUC, MASALACAT"
BBM,1,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-50-31.837,121-58-21.408,20147.89,19880.92,1530926.78,605147.226,,,
BBM,2,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-50-44.705,121-58-26.915,20543.33,20046.32,1531322.93,605311.006,,,
BBM,3,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-50-40.057,121-58-33.773,20492.67,20252.24,1531273.121,605517.173,,,
BBM,4,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-50-37.780,121-57-33.018,20330.57,18427.77,1531103.566,603693.222,,,
BBM,5,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-51-12.978,121-56-55.721,21412.33,17307.85,1532180.85,602568.822,,,
BBM,6,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-51-16.882,121-55-41.454,21532.63,15077.75,1532292.084,600338.058,,,
BBM,7,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-51-53.382,121-55-34.375,22654.34,14865.39,1533413.017,600121.127,,,
BBM,8,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-52-16.151,121-55-15.756,23354.19,14306.46,1534110.617,599559.316,,,
BBM,9,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-52-02.053,121-55-43.607,22920.76,15142.66,1533680.579,600397.322,,,
BBM,10,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-52-40.995,121-55-57.607,24117.43,15563.25,1534879.026,600813.057,,,EASTING =  MISSING    AGDANGAN - SILDORA-BINAGBAG BOUNDARY
BBM,11,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-53-00.250,121-55-48.669,24709.18,15294.97,1535469.747,600542.365,,,EASTING =  MISSING
BBM,12,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-52-50.222,121-56-11.768,24400.9,15988.49,1535164.265,601237.166,,,AGDANGAN-BINAGBAG
BBM,13,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-52-18.369,121-56-32.360,23421.94,16606.62,1534187.752,601859.351,,,ILAYANG BOLO-ILAYANG CALILAYAN
BBM,14,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-51-58.183,121-56-36.706,22801.59,16737.03,1533567.887,601992.304,,,BINAGBAG
BBM,15,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-51-55.703,121-56-53.463,22725.32,17240.19,1533493.659,602495.807,,,BINAGBAG-ILAYANG CALILAYAN
BBM,16,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-51-57.448,121-57-11.322,22778.9,17776.46,1533549.421,603031.888,,,ILAYANG BOLO-ILAYANG CALILAYAN
BBM,17,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-51-19.385,121-57-59.488,21609.1,19222.71,1532385.424,604483.012,,,PAGAGUSAN-ILAYANG CALILAYAN-IBABANG CALILAYAN
BBM,18,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-51-44.006,121-57-55.641,22365.72,19107.23,1533121.644,604364.429,,,IBABANG BOLO-ILAYANG CALILAYAN-PAGAGUSAN
BBM,19,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-51-41.997,121-58-38.511,22303.96,20394.51,1533085.13,605652.066,,,IBABANG BOLO-PAGAGUSAN
BBM,20,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-52-09.663,121-57-35.569,23154.21,18504.54,1533927.742,603758.503,,,ILAYANG BOLO-IBABANG BOLO
BBM,21,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-52-39.312,121-58-22.297,24065.32,19907.63,1534844.633,605157.988,,,IBABANG PANAON-IBABANG BOLO
BBM,22,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-52-33.480,121-59-06.285,23886.13,21228.41,1534670.808,606479.602,,,IBABANG PANAON-POCTOL
BBM,23,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-52-49.074,121-59-09.304,24365.34,21319.03,1535150.441,606568.279,,,TUBIGAN-POCTOL BOUNDARY
BBM,24,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-52-53.352,121-58-46.754,24496.8,20641.96,1535279.133,605890.614,,,ILAYANG PANAON-IBABANG PANAON
BBM,25,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-53-24.603,121-57-54.931,25457.18,19086.01,1536233.246,604330.615,,,BURGOS-ILAYANG BOLO
BBM,26,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-53-35.268,121-57-57.675,25784.91,19168.4,1536561.352,604411.68,,,MAIROK-BURGOS
BBM,27,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-53-27.207,121-56-22.068,25537.45,16297.91,1536302.148,601541.975,,,MALIGAYA-BURGOS-ILAYANG BOLO
BBM,28,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-54-22.046,121-56-35.272,27222.65,16694.56,1537989.095,601931.774,,,MAIROK-MALIGAYA-BURGOS
BBM,29,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-54-37.523,121-56-35.874,27698.27,16712.7,1538464.825,601947.966,,,MALIGAYA-MAIROK
BBM,30,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-53-46.393,121-58-45.641,26126.79,20608.51,1536909.135,605850.504,,,SOCORRO-MAIROK-ILAYANG PANAON
BBM,31,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-53-44.954,121-58-52.636,26082.58,20818.53,1536865.772,606060.715,,,SOCORRO-TUBIGAN
BBM,32,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-54-08.426,121-59-08.649,26803.91,21299.25,1537589.133,606538.536,,,SOCORRO-TUBIGAN
BBM,33,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-53-54.944,121-59-57.397,26389.72,22762.83,1537180.874,608003.39,,,SOCORRO-TUBIGAN
BBM,34,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-53-11.921,122-01-03.601,25067.86,24750.71,1535867.015,609997.383,,,RIZAL-POCTOL
BBM,35,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-53-40.168,122-01-44.037,25936.16,25964.57,1536740.363,611207.822,,,
BBM,36,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-52-48.918,121-59-32.457,24360.61,22014.23,1535148.527,607263.532,,,POCTOL-TUBIGAN BOUNDARY
BBM,37,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-52-26.342,121-59-40.881,23666.83,22267.2,1534455.736,607519.376,,,POCTOL-ALMACEN
BBM,38,CAD 251-D,UNISAN,QUEZON,REGION IV-A,13-51-21.910,121-59-22.359,21686.73,21711.2,1532473.2,606971.382,,,ALMACEN-BALANACAN
